"date";"births";"id.dom";"id.dow";"id.moy"
1976-03-21;1736;21;"dim\.";"mars"
1976-03-22;2025;22;"lun\.";"mars"
1976-03-23;2063;23;"mar\.";"mars"
1976-03-24;2008;24;"mer\.";"mars"
1976-03-25;2050;25;"jeu\.";"mars"
1976-03-26;2035;26;"ven\.";"mars"
1976-03-27;1890;27;"sam\.";"mars"
1976-03-28;1639;28;"dim\.";"mars"
1976-03-29;2027;29;"lun\.";"mars"
1976-03-30;2128;30;"mar\.";"mars"
1976-03-31;1961;31;"mer\.";"mars"
1976-04-01;2084;1;"jeu\.";"avr"
1976-04-02;2113;2;"ven\.";"avr"
1976-04-03;2024;3;"sam\.";"avr"
1976-04-04;1898;4;"dim\.";"avr"
1976-04-05;1969;5;"lun\.";"avr"
1976-04-06;2098;6;"mar\.";"avr"
1976-04-07;1983;7;"mer\.";"avr"
1976-04-08;2032;8;"jeu\.";"avr"
1976-04-09;2088;9;"ven\.";"avr"
1976-04-10;2000;10;"sam\.";"avr"
1976-04-11;1908;11;"dim\.";"avr"
1976-04-12;2074;12;"lun\.";"avr"
1976-04-13;2134;13;"mar\.";"avr"
1976-04-14;2060;14;"mer\.";"avr"
1976-04-15;2100;15;"jeu\.";"avr"
1976-04-16;2131;16;"ven\.";"avr"
1976-04-17;2134;17;"sam\.";"avr"
1976-04-18;1923;18;"dim\.";"avr"
1976-04-19;1900;19;"lun\.";"avr"
1976-04-20;2143;20;"mar\.";"avr"
1976-04-21;2172;21;"mer\.";"avr"
1976-04-22;2173;22;"jeu\.";"avr"
1976-04-23;2114;23;"ven\.";"avr"
1976-04-24;2002;24;"sam\.";"avr"
1976-04-25;1847;25;"dim\.";"avr"
1976-04-26;2076;26;"lun\.";"avr"
1976-04-27;2149;27;"mar\.";"avr"
1976-04-28;2036;28;"mer\.";"avr"
1976-04-29;2115;29;"jeu\.";"avr"
1976-04-30;2163;30;"ven\.";"avr"
1976-05-01;1958;1;"sam\.";"mai"
1976-05-02;1990;2;"dim\.";"mai"
1976-05-03;2148;3;"lun\.";"mai"
1976-05-04;2197;4;"mar\.";"mai"
1976-05-05;2217;5;"mer\.";"mai"
1976-05-06;2197;6;"jeu\.";"mai"
1976-05-07;2214;7;"ven\.";"mai"
1976-05-08;2242;8;"sam\.";"mai"
1976-05-09;2043;9;"dim\.";"mai"
1976-05-10;2250;10;"lun\.";"mai"
1976-05-11;2170;11;"mar\.";"mai"
1976-05-12;2091;12;"mer\.";"mai"
1976-05-13;2080;13;"jeu\.";"mai"
1976-05-14;2113;14;"ven\.";"mai"
1976-05-15;2138;15;"sam\.";"mai"
1976-05-16;1932;16;"dim\.";"mai"
1976-05-17;2155;17;"lun\.";"mai"
1976-05-18;2361;18;"mar\.";"mai"
1976-05-19;2192;19;"mer\.";"mai"
1976-05-20;2089;20;"jeu\.";"mai"
1976-05-21;2205;21;"ven\.";"mai"
1976-05-22;2105;22;"sam\.";"mai"
1976-05-23;1968;23;"dim\.";"mai"
1976-05-24;2168;24;"lun\.";"mai"
1976-05-25;2163;25;"mar\.";"mai"
1976-05-26;2087;26;"mer\.";"mai"
1976-05-27;1890;27;"jeu\.";"mai"
1976-05-28;2103;28;"ven\.";"mai"
1976-05-29;2047;29;"sam\.";"mai"
1976-05-30;1930;30;"dim\.";"mai"
1976-05-31;2014;31;"lun\.";"mai"
1976-06-01;2138;1;"mar\.";"juin"
1976-06-02;2170;2;"mer\.";"juin"
1976-06-03;2158;3;"jeu\.";"juin"
1976-06-04;2203;4;"ven\.";"juin"
1976-06-05;2087;5;"sam\.";"juin"
1976-06-06;1902;6;"dim\.";"juin"
1976-06-07;1898;7;"lun\.";"juin"
1976-06-08;2210;8;"mar\.";"juin"
1976-06-09;2286;9;"mer\.";"juin"
1976-06-10;2181;10;"jeu\.";"juin"
1976-06-11;2150;11;"ven\.";"juin"
1976-06-12;2199;12;"sam\.";"juin"
1976-06-13;1928;13;"dim\.";"juin"
1976-06-14;2194;14;"lun\.";"juin"
1976-06-15;2179;15;"mar\.";"juin"
1976-06-16;2225;16;"mer\.";"juin"
1976-06-17;2147;17;"jeu\.";"juin"
1976-06-18;2052;18;"ven\.";"juin"
1976-06-19;2132;19;"sam\.";"juin"
1976-06-20;1949;20;"dim\.";"juin"
1976-06-21;2130;21;"lun\.";"juin"
1976-06-22;2273;22;"mar\.";"juin"
1976-06-23;2163;23;"mer\.";"juin"
1976-06-24;2207;24;"jeu\.";"juin"
1976-06-25;2234;25;"ven\.";"juin"
1976-06-26;2171;26;"sam\.";"juin"
1976-06-27;1942;27;"dim\.";"juin"
1976-06-28;2161;28;"lun\.";"juin"
1976-06-29;2236;29;"mar\.";"juin"
1976-06-30;2043;30;"mer\.";"juin"
1976-07-01;2105;1;"jeu\.";"juil"
1976-07-02;2169;2;"ven\.";"juil"
1976-07-03;2113;3;"sam\.";"juil"
1976-07-04;1889;4;"dim\.";"juil"
1976-07-05;2086;5;"lun\.";"juil"
1976-07-06;2072;6;"mar\.";"juil"
1976-07-07;2066;7;"mer\.";"juil"
1976-07-08;2060;8;"jeu\.";"juil"
1976-07-09;2023;9;"ven\.";"juil"
1976-07-10;1974;10;"sam\.";"juil"
1976-07-11;1780;11;"dim\.";"juil"
1976-07-12;2111;12;"lun\.";"juil"
1976-07-13;2093;13;"mar\.";"juil"
1976-07-14;1955;14;"mer\.";"juil"
1976-07-15;2077;15;"jeu\.";"juil"
1976-07-16;2315;16;"ven\.";"juil"
1976-07-17;2070;17;"sam\.";"juil"
1976-07-18;1807;18;"dim\.";"juil"
1976-07-19;2064;19;"lun\.";"juil"
1976-07-20;2255;20;"mar\.";"juil"
1976-07-21;2025;21;"mer\.";"juil"
1976-07-22;1996;22;"jeu\.";"juil"
1976-07-23;1955;23;"ven\.";"juil"
1976-07-24;2029;24;"sam\.";"juil"
1976-07-25;1855;25;"dim\.";"juil"
1976-07-26;2104;26;"lun\.";"juil"
1976-07-27;2016;27;"mar\.";"juil"
1976-07-28;2064;28;"mer\.";"juil"
1976-07-29;2087;29;"jeu\.";"juil"
1976-07-30;2180;30;"ven\.";"juil"
1976-07-31;2050;31;"sam\.";"juil"
1976-08-01;1772;1;"dim\.";"août"
1976-08-02;1983;2;"lun\.";"août"
1976-08-03;2003;3;"mar\.";"août"
1976-08-04;2045;4;"mer\.";"août"
1976-08-05;2040;5;"jeu\.";"août"
1976-08-06;2074;6;"ven\.";"août"
1976-08-07;2047;7;"sam\.";"août"
1976-08-08;1854;8;"dim\.";"août"
1976-08-09;2011;9;"lun\.";"août"
1976-08-10;2040;10;"mar\.";"août"
1976-08-11;2071;11;"mer\.";"août"
1976-08-12;1990;12;"jeu\.";"août"
1976-08-13;2010;13;"ven\.";"août"
1976-08-14;1894;14;"sam\.";"août"
1976-08-15;1794;15;"dim\.";"août"
1976-08-16;1935;16;"lun\.";"août"
1976-08-17;1956;17;"mar\.";"août"
1976-08-18;1943;18;"mer\.";"août"
1976-08-19;1959;19;"jeu\.";"août"
1976-08-20;1869;20;"ven\.";"août"
1976-08-21;1904;21;"sam\.";"août"
1976-08-22;1766;22;"dim\.";"août"
1976-08-23;1774;23;"lun\.";"août"
1976-08-24;1922;24;"mar\.";"août"
1976-08-25;1980;25;"mer\.";"août"
1976-08-26;2006;26;"jeu\.";"août"
1976-08-27;1859;27;"ven\.";"août"
1976-08-28;1845;28;"sam\.";"août"
1976-08-29;1720;29;"dim\.";"août"
1976-08-30;1824;30;"lun\.";"août"
1976-08-31;1904;31;"mar\.";"août"
1976-09-01;1874;1;"mer\.";"sept"
1976-09-02;1894;2;"jeu\.";"sept"
1976-09-03;1867;3;"ven\.";"sept"
1976-09-04;1843;4;"sam\.";"sept"
1976-09-05;1734;5;"dim\.";"sept"
1976-09-06;1904;6;"lun\.";"sept"
1976-09-07;1923;7;"mar\.";"sept"
1976-09-08;1975;8;"mer\.";"sept"
1976-09-09;2062;9;"jeu\.";"sept"
1976-09-10;2033;10;"ven\.";"sept"
1976-09-11;1936;11;"sam\.";"sept"
1976-09-12;1807;12;"dim\.";"sept"
1976-09-13;1975;13;"lun\.";"sept"
1976-09-14;2058;14;"mar\.";"sept"
1976-09-15;2086;15;"mer\.";"sept"
1976-09-16;2013;16;"jeu\.";"sept"
1976-09-17;2082;17;"ven\.";"sept"
1976-09-18;1930;18;"sam\.";"sept"
1976-09-19;1838;19;"dim\.";"sept"
1976-09-20;1968;20;"lun\.";"sept"
1976-09-21;2112;21;"mar\.";"sept"
1976-09-22;2128;22;"mer\.";"sept"
1976-09-23;2138;23;"jeu\.";"sept"
1976-09-24;2038;24;"ven\.";"sept"
1976-09-25;2112;25;"sam\.";"sept"
1976-09-26;1959;26;"dim\.";"sept"
1976-09-27;2091;27;"lun\.";"sept"
1976-09-28;2141;28;"mar\.";"sept"
1976-09-29;2000;29;"mer\.";"sept"
1976-09-30;1986;30;"jeu\.";"sept"
1976-10-01;2155;1;"ven\.";"oct"
1976-10-02;2014;2;"sam\.";"oct"
1976-10-03;1835;3;"dim\.";"oct"
1976-10-04;2023;4;"lun\.";"oct"
1976-10-05;1968;5;"mar\.";"oct"
1976-10-06;1987;6;"mer\.";"oct"
1976-10-07;2007;7;"jeu\.";"oct"
1976-10-08;2012;8;"ven\.";"oct"
1976-10-09;1920;9;"sam\.";"oct"
1976-10-10;1712;10;"dim\.";"oct"
1976-10-11;1878;11;"lun\.";"oct"
1976-10-12;1940;12;"mar\.";"oct"
1976-10-13;1918;13;"mer\.";"oct"
1976-10-14;1935;14;"jeu\.";"oct"
1976-10-15;1955;15;"ven\.";"oct"
1976-10-16;1791;16;"sam\.";"oct"
1976-10-17;1627;17;"dim\.";"oct"
1976-10-18;1836;18;"lun\.";"oct"
1976-10-19;1949;19;"mar\.";"oct"
1976-10-20;1871;20;"mer\.";"oct"
1976-10-21;1796;21;"jeu\.";"oct"
1976-10-22;1909;22;"ven\.";"oct"
1976-10-23;1784;23;"sam\.";"oct"
1976-10-24;1598;24;"dim\.";"oct"
1976-10-25;1913;25;"lun\.";"oct"
1976-10-26;1968;26;"mar\.";"oct"
1976-10-27;1917;27;"mer\.";"oct"
1976-10-28;1857;28;"jeu\.";"oct"
1976-10-29;1803;29;"ven\.";"oct"
1976-10-30;1829;30;"sam\.";"oct"
1976-10-31;1727;31;"dim\.";"oct"
1976-11-01;1672;1;"lun\.";"nov"
1976-11-02;1996;2;"mar\.";"nov"
1976-11-03;1858;3;"mer\.";"nov"
1976-11-04;1969;4;"jeu\.";"nov"
1976-11-05;1887;5;"ven\.";"nov"
1976-11-06;1835;6;"sam\.";"nov"
1976-11-07;1754;7;"dim\.";"nov"
1976-11-08;1943;8;"lun\.";"nov"
1976-11-09;1947;9;"mar\.";"nov"
1976-11-10;1954;10;"mer\.";"nov"
1976-11-11;1700;11;"jeu\.";"nov"
1976-11-12;1891;12;"ven\.";"nov"
1976-11-13;1863;13;"sam\.";"nov"
1976-11-14;1700;14;"dim\.";"nov"
1976-11-15;1852;15;"lun\.";"nov"
1976-11-16;1822;16;"mar\.";"nov"
1976-11-17;1923;17;"mer\.";"nov"
1976-11-18;1855;18;"jeu\.";"nov"
1976-11-19;1894;19;"ven\.";"nov"
1976-11-20;1843;20;"sam\.";"nov"
1976-11-21;1648;21;"dim\.";"nov"
1976-11-22;1918;22;"lun\.";"nov"
1976-11-23;1951;23;"mar\.";"nov"
1976-11-24;1876;24;"mer\.";"nov"
1976-11-25;1866;25;"jeu\.";"nov"
1976-11-26;1918;26;"ven\.";"nov"
1976-11-27;1809;27;"sam\.";"nov"
1976-11-28;1717;28;"dim\.";"nov"
1976-11-29;1922;29;"lun\.";"nov"
1976-11-30;1880;30;"mar\.";"nov"
1976-12-01;1875;1;"mer\.";"déc"
1976-12-02;1947;2;"jeu\.";"déc"
1976-12-03;2001;3;"ven\.";"déc"
1976-12-04;1824;4;"sam\.";"déc"
1976-12-05;1605;5;"dim\.";"déc"
1976-12-06;1812;6;"lun\.";"déc"
1976-12-07;1999;7;"mar\.";"déc"
1976-12-08;1927;8;"mer\.";"déc"
1976-12-09;1898;9;"jeu\.";"déc"
1976-12-10;1897;10;"ven\.";"déc"
1976-12-11;1739;11;"sam\.";"déc"
1976-12-12;1677;12;"dim\.";"déc"
1976-12-13;1832;13;"lun\.";"déc"
1976-12-14;1986;14;"mar\.";"déc"
1976-12-15;1868;15;"mer\.";"déc"
1976-12-16;1931;16;"jeu\.";"déc"
1976-12-17;1997;17;"ven\.";"déc"
1976-12-18;1948;18;"sam\.";"déc"
1976-12-19;1736;19;"dim\.";"déc"
1976-12-20;1835;20;"lun\.";"déc"
1976-12-21;1891;21;"mar\.";"déc"
1976-12-22;1889;22;"mer\.";"déc"
1976-12-23;1846;23;"jeu\.";"déc"
1976-12-24;1847;24;"ven\.";"déc"
1976-12-25;1574;25;"sam\.";"déc"
1976-12-26;1696;26;"dim\.";"déc"
1976-12-27;1880;27;"lun\.";"déc"
1976-12-28;2058;28;"mar\.";"déc"
1976-12-29;1962;29;"mer\.";"déc"
1976-12-30;1868;30;"jeu\.";"déc"
1976-12-31;1810;31;"ven\.";"déc"
1977-01-01;1618;1;"sam\.";"janv"
1977-01-02;1802;2;"dim\.";"janv"
1977-01-03;1934;3;"lun\.";"janv"
1977-01-04;1922;4;"mar\.";"janv"
1977-01-05;1922;5;"mer\.";"janv"
1977-01-06;2023;6;"jeu\.";"janv"
1977-01-07;1908;7;"ven\.";"janv"
1977-01-08;1842;8;"sam\.";"janv"
1977-01-09;1606;9;"dim\.";"janv"
1977-01-10;1924;10;"lun\.";"janv"
1977-01-11;2036;11;"mar\.";"janv"
1977-01-12;1946;12;"mer\.";"janv"
1977-01-13;1936;13;"jeu\.";"janv"
1977-01-14;2040;14;"ven\.";"janv"
1977-01-15;1927;15;"sam\.";"janv"
1977-01-16;1715;16;"dim\.";"janv"
1977-01-17;1886;17;"lun\.";"janv"
1977-01-18;1955;18;"mar\.";"janv"
1977-01-19;1854;19;"mer\.";"janv"
1977-01-20;1934;20;"jeu\.";"janv"
1977-01-21;1887;21;"ven\.";"janv"
1977-01-22;1920;22;"sam\.";"janv"
1977-01-23;1708;23;"dim\.";"janv"
1977-01-24;1882;24;"lun\.";"janv"
1977-01-25;1955;25;"mar\.";"janv"
1977-01-26;1938;26;"mer\.";"janv"
1977-01-27;1938;27;"jeu\.";"janv"
1977-01-28;1982;28;"ven\.";"janv"
1977-01-29;1868;29;"sam\.";"janv"
1977-01-30;1670;30;"dim\.";"janv"
1977-01-31;2018;31;"lun\.";"janv"
1977-02-01;1960;1;"mar\.";"févr"
1977-02-02;1930;2;"mer\.";"févr"
1977-02-03;1956;3;"jeu\.";"févr"
1977-02-04;2031;4;"ven\.";"févr"
1977-02-05;1857;5;"sam\.";"févr"
1977-02-06;1727;6;"dim\.";"févr"
1977-02-07;1967;7;"lun\.";"févr"
1977-02-08;1910;8;"mar\.";"févr"
1977-02-09;1955;9;"mer\.";"févr"
1977-02-10;2056;10;"jeu\.";"févr"
1977-02-11;2021;11;"ven\.";"févr"
1977-02-12;1869;12;"sam\.";"févr"
1977-02-13;1785;13;"dim\.";"févr"
1977-02-14;2018;14;"lun\.";"févr"
1977-02-15;1989;15;"mar\.";"févr"
1977-02-16;1870;16;"mer\.";"févr"
1977-02-17;2011;17;"jeu\.";"févr"
1977-02-18;2001;18;"ven\.";"févr"
1977-02-19;1971;19;"sam\.";"févr"
1977-02-20;1791;20;"dim\.";"févr"
1977-02-21;2047;21;"lun\.";"févr"
1977-02-22;2070;22;"mar\.";"févr"
1977-02-23;2004;23;"mer\.";"févr"
1977-02-24;1955;24;"jeu\.";"févr"
1977-02-25;2084;25;"ven\.";"févr"
1977-02-26;1889;26;"sam\.";"févr"
1977-02-27;1819;27;"dim\.";"févr"
1977-02-28;1938;28;"lun\.";"févr"
1977-03-01;2096;1;"mar\.";"mars"
1977-03-02;1993;2;"mer\.";"mars"
1977-03-03;2132;3;"jeu\.";"mars"
1977-03-04;2160;4;"ven\.";"mars"
1977-03-05;2001;5;"sam\.";"mars"
1977-03-06;1893;6;"dim\.";"mars"
1977-03-07;2083;7;"lun\.";"mars"
1977-03-08;2098;8;"mar\.";"mars"
1977-03-09;2051;9;"mer\.";"mars"
1977-03-10;2085;10;"jeu\.";"mars"
1977-03-11;2123;11;"ven\.";"mars"
1977-03-12;1980;12;"sam\.";"mars"
1977-03-13;1798;13;"dim\.";"mars"
1977-03-14;2069;14;"lun\.";"mars"
1977-03-15;2059;15;"mar\.";"mars"
1977-03-16;2066;16;"mer\.";"mars"
1977-03-17;2116;17;"jeu\.";"mars"
1977-03-18;2160;18;"ven\.";"mars"
1977-03-19;2021;19;"sam\.";"mars"
1977-03-20;1762;20;"dim\.";"mars"
1977-03-21;1959;21;"lun\.";"mars"
1977-03-22;2061;22;"mar\.";"mars"
1977-03-23;2047;23;"mer\.";"mars"
1977-03-24;1997;24;"jeu\.";"mars"
1977-03-25;2079;25;"ven\.";"mars"
1977-03-26;1929;26;"sam\.";"mars"
1977-03-27;1811;27;"dim\.";"mars"
1977-03-28;1977;28;"lun\.";"mars"
1977-03-29;1931;29;"mar\.";"mars"
1977-03-30;1932;30;"mer\.";"mars"
1977-03-31;2092;31;"jeu\.";"mars"
1977-04-01;2048;1;"ven\.";"avr"
1977-04-02;2026;2;"sam\.";"avr"
1977-04-03;1798;3;"dim\.";"avr"
1977-04-04;2078;4;"lun\.";"avr"
1977-04-05;2128;5;"mar\.";"avr"
1977-04-06;2151;6;"mer\.";"avr"
1977-04-07;2091;7;"jeu\.";"avr"
1977-04-08;2175;8;"ven\.";"avr"
1977-04-09;1995;9;"sam\.";"avr"
1977-04-10;1746;10;"dim\.";"avr"
1977-04-11;1900;11;"lun\.";"avr"
1977-04-12;2046;12;"mar\.";"avr"
1977-04-13;2217;13;"mer\.";"avr"
1977-04-14;2233;14;"jeu\.";"avr"
1977-04-15;2206;15;"ven\.";"avr"
1977-04-16;2137;16;"sam\.";"avr"
1977-04-17;1988;17;"dim\.";"avr"
1977-04-18;2228;18;"lun\.";"avr"
1977-04-19;2179;19;"mar\.";"avr"
1977-04-20;2167;20;"mer\.";"avr"
1977-04-21;2258;21;"jeu\.";"avr"
1977-04-22;2216;22;"ven\.";"avr"
1977-04-23;2225;23;"sam\.";"avr"
1977-04-24;1946;24;"dim\.";"avr"
1977-04-25;2270;25;"lun\.";"avr"
1977-04-26;2280;26;"mar\.";"avr"
1977-04-27;2345;27;"mer\.";"avr"
1977-04-28;2221;28;"jeu\.";"avr"
1977-04-29;2259;29;"ven\.";"avr"
1977-04-30;2228;30;"sam\.";"avr"
1977-05-01;2187;1;"dim\.";"mai"
1977-05-02;2376;2;"lun\.";"mai"
1977-05-03;2330;3;"mar\.";"mai"
1977-05-04;2321;4;"mer\.";"mai"
1977-05-05;2302;5;"jeu\.";"mai"
1977-05-06;2356;6;"ven\.";"mai"
1977-05-07;2355;7;"sam\.";"mai"
1977-05-08;2180;8;"dim\.";"mai"
1977-05-09;2410;9;"lun\.";"mai"
1977-05-10;2426;10;"mar\.";"mai"
1977-05-11;2416;11;"mer\.";"mai"
1977-05-12;2466;12;"jeu\.";"mai"
1977-05-13;2412;13;"ven\.";"mai"
1977-05-14;2324;14;"sam\.";"mai"
1977-05-15;2130;15;"dim\.";"mai"
1977-05-16;2362;16;"lun\.";"mai"
1977-05-17;2539;17;"mar\.";"mai"
1977-05-18;2472;18;"mer\.";"mai"
1977-05-19;2157;19;"jeu\.";"mai"
1977-05-20;2393;20;"ven\.";"mai"
1977-05-21;2235;21;"sam\.";"mai"
1977-05-22;2074;22;"dim\.";"mai"
1977-05-23;2385;23;"lun\.";"mai"
1977-05-24;2475;24;"mar\.";"mai"
1977-05-25;2416;25;"mer\.";"mai"
1977-05-26;2382;26;"jeu\.";"mai"
1977-05-27;2269;27;"ven\.";"mai"
1977-05-28;2263;28;"sam\.";"mai"
1977-05-29;1965;29;"dim\.";"mai"
1977-05-30;2052;30;"lun\.";"mai"
1977-05-31;2197;31;"mar\.";"mai"
1977-06-01;2330;1;"mer\.";"juin"
1977-06-02;2264;2;"jeu\.";"juin"
1977-06-03;2209;3;"ven\.";"juin"
1977-06-04;2197;4;"sam\.";"juin"
1977-06-05;2041;5;"dim\.";"juin"
1977-06-06;2213;6;"lun\.";"juin"
1977-06-07;2298;7;"mar\.";"juin"
1977-06-08;2238;8;"mer\.";"juin"
1977-06-09;2220;9;"jeu\.";"juin"
1977-06-10;2326;10;"ven\.";"juin"
1977-06-11;2219;11;"sam\.";"juin"
1977-06-12;2031;12;"dim\.";"juin"
1977-06-13;2396;13;"lun\.";"juin"
1977-06-14;2349;14;"mar\.";"juin"
1977-06-15;2237;15;"mer\.";"juin"
1977-06-16;2276;16;"jeu\.";"juin"
1977-06-17;2261;17;"ven\.";"juin"
1977-06-18;2124;18;"sam\.";"juin"
1977-06-19;1970;19;"dim\.";"juin"
1977-06-20;2249;20;"lun\.";"juin"
1977-06-21;2304;21;"mar\.";"juin"
1977-06-22;2192;22;"mer\.";"juin"
1977-06-23;2254;23;"jeu\.";"juin"
1977-06-24;2318;24;"ven\.";"juin"
1977-06-25;2189;25;"sam\.";"juin"
1977-06-26;1922;26;"dim\.";"juin"
1977-06-27;2260;27;"lun\.";"juin"
1977-06-28;2306;28;"mar\.";"juin"
1977-06-29;2227;29;"mer\.";"juin"
1977-06-30;2278;30;"jeu\.";"juin"
1977-07-01;2177;1;"ven\.";"juil"
1977-07-02;2234;2;"sam\.";"juil"
1977-07-03;2118;3;"dim\.";"juil"
1977-07-04;2300;4;"lun\.";"juil"
1977-07-05;2373;5;"mar\.";"juil"
1977-07-06;2350;6;"mer\.";"juil"
1977-07-07;2316;7;"jeu\.";"juil"
1977-07-08;2234;8;"ven\.";"juil"
1977-07-09;2040;9;"sam\.";"juil"
1977-07-10;1915;10;"dim\.";"juil"
1977-07-11;2171;11;"lun\.";"juil"
1977-07-12;2296;12;"mar\.";"juil"
1977-07-13;2130;13;"mer\.";"juil"
1977-07-14;2004;14;"jeu\.";"juil"
1977-07-15;1954;15;"ven\.";"juil"
1977-07-16;1954;16;"sam\.";"juil"
1977-07-17;1931;17;"dim\.";"juil"
1977-07-18;2198;18;"lun\.";"juil"
1977-07-19;2198;19;"mar\.";"juil"
1977-07-20;2193;20;"mer\.";"juil"
1977-07-21;2113;21;"jeu\.";"juil"
1977-07-22;2103;22;"ven\.";"juil"
1977-07-23;2112;23;"sam\.";"juil"
1977-07-24;1905;24;"dim\.";"juil"
1977-07-25;2196;25;"lun\.";"juil"
1977-07-26;2115;26;"mar\.";"juil"
1977-07-27;2116;27;"mer\.";"juil"
1977-07-28;2147;28;"jeu\.";"juil"
1977-07-29;2155;29;"ven\.";"juil"
1977-07-30;2115;30;"sam\.";"juil"
1977-07-31;1905;31;"dim\.";"juil"
1977-08-01;2037;1;"lun\.";"août"
1977-08-02;2142;2;"mar\.";"août"
1977-08-03;2033;3;"mer\.";"août"
1977-08-04;2086;4;"jeu\.";"août"
1977-08-05;2192;5;"ven\.";"août"
1977-08-06;2157;6;"sam\.";"août"
1977-08-07;1975;7;"dim\.";"août"
1977-08-08;2018;8;"lun\.";"août"
1977-08-09;2140;9;"mar\.";"août"
1977-08-10;2145;10;"mer\.";"août"
1977-08-11;2084;11;"jeu\.";"août"
1977-08-12;2149;12;"ven\.";"août"
1977-08-13;2030;13;"sam\.";"août"
1977-08-14;1886;14;"dim\.";"août"
1977-08-15;1835;15;"lun\.";"août"
1977-08-16;2154;16;"mar\.";"août"
1977-08-17;2259;17;"mer\.";"août"
1977-08-18;2067;18;"jeu\.";"août"
1977-08-19;2085;19;"ven\.";"août"
1977-08-20;2028;20;"sam\.";"août"
1977-08-21;1803;21;"dim\.";"août"
1977-08-22;2112;22;"lun\.";"août"
1977-08-23;2033;23;"mar\.";"août"
1977-08-24;2052;24;"mer\.";"août"
1977-08-25;1960;25;"jeu\.";"août"
1977-08-26;2087;26;"ven\.";"août"
1977-08-27;1952;27;"sam\.";"août"
1977-08-28;1844;28;"dim\.";"août"
1977-08-29;2000;29;"lun\.";"août"
1977-08-30;2030;30;"mar\.";"août"
1977-08-31;2037;31;"mer\.";"août"
1977-09-01;1970;1;"jeu\.";"sept"
1977-09-02;2005;2;"ven\.";"sept"
1977-09-03;1945;3;"sam\.";"sept"
1977-09-04;1699;4;"dim\.";"sept"
1977-09-05;1923;5;"lun\.";"sept"
1977-09-06;2001;6;"mar\.";"sept"
1977-09-07;2032;7;"mer\.";"sept"
1977-09-08;2053;8;"jeu\.";"sept"
1977-09-09;1984;9;"ven\.";"sept"
1977-09-10;1910;10;"sam\.";"sept"
1977-09-11;1838;11;"dim\.";"sept"
1977-09-12;2034;12;"lun\.";"sept"
1977-09-13;2042;13;"mar\.";"sept"
1977-09-14;1991;14;"mer\.";"sept"
1977-09-15;2093;15;"jeu\.";"sept"
1977-09-16;2144;16;"ven\.";"sept"
1977-09-17;1989;17;"sam\.";"sept"
1977-09-18;1863;18;"dim\.";"sept"
1977-09-19;1982;19;"lun\.";"sept"
1977-09-20;2082;20;"mar\.";"sept"
1977-09-21;2155;21;"mer\.";"sept"
1977-09-22;2088;22;"jeu\.";"sept"
1977-09-23;2114;23;"ven\.";"sept"
1977-09-24;2142;24;"sam\.";"sept"
1977-09-25;1936;25;"dim\.";"sept"
1977-09-26;2027;26;"lun\.";"sept"
1977-09-27;2180;27;"mar\.";"sept"
1977-09-28;2000;28;"mer\.";"sept"
1977-09-29;2056;29;"jeu\.";"sept"
1977-09-30;2019;30;"ven\.";"sept"
1977-10-01;2068;1;"sam\.";"oct"
1977-10-02;1879;2;"dim\.";"oct"
1977-10-03;2045;3;"lun\.";"oct"
1977-10-04;2211;4;"mar\.";"oct"
1977-10-05;2158;5;"mer\.";"oct"
1977-10-06;2131;6;"jeu\.";"oct"
1977-10-07;2121;7;"ven\.";"oct"
1977-10-08;1994;8;"sam\.";"oct"
1977-10-09;1779;9;"dim\.";"oct"
1977-10-10;1972;10;"lun\.";"oct"
1977-10-11;2135;11;"mar\.";"oct"
1977-10-12;2005;12;"mer\.";"oct"
1977-10-13;1964;13;"jeu\.";"oct"
1977-10-14;2051;14;"ven\.";"oct"
1977-10-15;1951;15;"sam\.";"oct"
1977-10-16;1770;16;"dim\.";"oct"
1977-10-17;2016;17;"lun\.";"oct"
1977-10-18;2077;18;"mar\.";"oct"
1977-10-19;1928;19;"mer\.";"oct"
1977-10-20;1951;20;"jeu\.";"oct"
1977-10-21;2174;21;"ven\.";"oct"
1977-10-22;1933;22;"sam\.";"oct"
1977-10-23;1706;23;"dim\.";"oct"
1977-10-24;1908;24;"lun\.";"oct"
1977-10-25;2086;25;"mar\.";"oct"
1977-10-26;1926;26;"mer\.";"oct"
1977-10-27;2002;27;"jeu\.";"oct"
1977-10-28;2038;28;"ven\.";"oct"
1977-10-29;1895;29;"sam\.";"oct"
1977-10-30;1740;30;"dim\.";"oct"
1977-10-31;1827;31;"lun\.";"oct"
1977-11-01;1783;1;"mar\.";"nov"
1977-11-02;1875;2;"mer\.";"nov"
1977-11-03;2060;3;"jeu\.";"nov"
1977-11-04;1994;4;"ven\.";"nov"
1977-11-05;1885;5;"sam\.";"nov"
1977-11-06;1735;6;"dim\.";"nov"
1977-11-07;1907;7;"lun\.";"nov"
1977-11-08;1962;8;"mar\.";"nov"
1977-11-09;2007;9;"mer\.";"nov"
1977-11-10;2008;10;"jeu\.";"nov"
1977-11-11;1857;11;"ven\.";"nov"
1977-11-12;1881;12;"sam\.";"nov"
1977-11-13;1665;13;"dim\.";"nov"
1977-11-14;1869;14;"lun\.";"nov"
1977-11-15;2013;15;"mar\.";"nov"
1977-11-16;2003;16;"mer\.";"nov"
